Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-05T17:07:58.492,ATHERENERG,1470.8,1.41,1376.9,1232.1,1272.05,1768.93,1.39,-276.47,-141.09,78.27,auto,automobiles - scooters and 3 - wheelers,52.54,15.62,98.43,1.0,1.08,1312.72,1202.87,72.43,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,NETWEB,4893.8,2.76,4630.5,4175.5,4251.07,5857.89,1.01,81.67,103.75,65.41,i.t,computers - hardware,16.02,15.12,61.84,0.41,0.44,4468.66,4189.01,35.03,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,WELCORP,1788.1,2.97,1703.93,1645.0,1663.49,1975.02,1.29,11.27,19.83,71.43,industrials,steel - large,32.43,7.49,121.78,1.04,0.93,1679.65,1609.22,26.61,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,RRKABEL,2793.0,5.75,2595.53,2541.1,2527.73,3190.91,1.58,38.49,49.16,75.37,industrials,cables - power,36.78,10.49,84.94,0.81,0.98,2566.54,2418.69,25.63,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,HINDCOPPER,533.8,8.42,485.2,477.5,476.53,619.7,5.86,29.07,51.88,67.62,metals & mining,mining / minerals / metals,14.33,12.02,-1.48,-0.2,0.57,495.56,472.69,24.88,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,SYRMA,1434.1,0.88,1390.62,1351.6,1313.59,1614.86,0.87,69.08,73.85,60.33,consumer discretionary,electronics - components,26.73,9.17,93.41,0.61,0.58,1319.51,1252.47,22.27,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,AEGISLOG,1395.8,2.79,1338.68,1222.3,1296.01,1545.48,0.36,29.85,53.06,62.05,services,trading,35.58,7.7,92.27,0.83,0.71,1261.62,1177.18,22.21,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,BELRISE,241.49,0.48,235.65,228.35,229.35,259.69,0.57,39.46,39.34,58.87,auto,auto ancillaries,13.14,5.29,30.8,0.23,0.42,228.54,222.34,21.07,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,SONACOMS,814.6,3.51,769.35,715.05,756.58,901.62,2.87,70.22,70.27,85.91,auto,auto ancillaries,59.23,7.67,67.65,0.42,0.55,765.45,736.88,18.38,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,HONASA,461.95,0.56,446.83,437.3,443.0,490.38,0.32,54.22,74.7,59.68,services,trading,20.91,4.28,58.07,0.53,0.52,433.69,414.49,18.02,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,SHRIRAMFIN,1122.4,3.23,1070.85,1019.5,1033.56,1255.67,2.18,18.88,19.19,67.38,financials,finance & investments,15.06,8.6,11.18,0.03,0.33,1060.24,1013.61,17.64,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,SAILIFE,1394.3,2.04,1328.29,1301.0,1299.41,1536.63,0.79,70.7,82.26,73.71,healthcare,pharmaceuticals - indian - bulk drugs & formln,29.01,7.3,51.32,0.46,0.56,1320.5,1268.85,16.54,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,RADICO,4550.0,2.25,4363.65,4321.0,4298.35,4927.48,2.97,66.33,84.67,78.99,fmcg,breweries & distilleries,51.23,5.85,47.06,0.51,0.36,4310.7,4171.52,16.31,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,CRAFTSMAN,10408.5,2.29,10055.29,9577.0,9637.65,11564.77,0.4,41.89,50.63,70.56,auto,auto ancillaries,31.38,8.0,29.89,0.24,0.48,9668.16,9152.91,16.26,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,ABCAPITAL,424.7,1.12,411.11,391.6,398.35,464.23,1.29,23.81,27.61,63.65,financials,finance & investments,17.95,6.62,17.72,0.13,0.24,400.5,384.0,15.19,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,GABRIEL,1587.7,3.72,1506.46,1384.0,1449.46,1795.06,1.2,65.5,71.7,71.98,auto,auto ancillaries,47.12,9.54,51.06,0.62,0.37,1443.09,1346.93,13.9,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,TVSMOTOR,4455.2,2.18,4277.7,4070.0,4143.4,4922.9,2.06,51.9,60.43,81.6,auto,automobiles - motorcycles / mopeds,39.2,7.53,15.8,0.1,0.24,4250.5,4096.98,13.17,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,NAM-INDIA,1215.0,1.08,1164.24,1141.1,1128.2,1345.21,4.19,38.5,46.79,59.87,financials,finance & investments,20.32,7.69,36.2,0.21,0.33,1150.38,1101.92,12.64,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,MOTHERSON,154.35,2.22,147.88,144.83,146.2,166.57,1.85,27.17,38.72,63.53,auto,auto ancillaries,19.09,5.57,27.04,0.17,0.33,144.56,139.26,12.39,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,RBLBANK,389.8,2.43,372.25,367.35,364.04,428.45,2.32,31.23,27.3,64.95,bank,banks - private sector,18.55,7.08,21.82,0.18,0.22,370.27,358.51,11.9,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,LLOYDSME,2087.1,1.66,2014.1,1995.5,2018.15,2190.52,0.67,19.49,29.41,70.21,metals & mining,mining / minerals / metals,36.27,3.42,54.79,0.65,0.6,1972.11,1892.76,11.52,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,HINDALCO,1040.0,1.96,991.07,960.6,954.31,1168.53,1.61,22.22,16.91,69.03,metals & mining,aluminium and aluminium products,19.8,8.98,12.42,0.0,0.27,997.9,966.32,11.09,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,AUROPHARMA,1613.4,1.73,1535.66,1536.8,1538.79,1725.31,2.14,25.43,26.28,61.47,healthcare,pharmaceuticals - indian - bulk drugs & formln,25.09,4.85,32.75,0.21,0.26,1527.09,1473.96,10.73,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,BAJAJ-AUTO,11800.0,1.72,11348.4,11305.5,11493.89,12259.16,1.73,25.54,27.55,71.93,auto,automobiles - scooters and 3 - wheelers,47.11,2.66,24.18,0.13,0.28,11255.41,10846.97,10.63,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,ASTERDM,842.1,0.89,809.14,799.2,804.72,898.17,1.83,77.4,110.7,64.67,healthcare,healthcare,20.67,4.64,37.3,0.42,0.23,792.55,770.04,10.5,2026-08-05,,,,,,,,,,,
2026-08-05T17:07:58.492,TITAN,4912.4,-0.46,4784.65,4820.9,4853.16,5001.26,1.19,92.48,86.29,70.75,consumer discretionary,diamond cutting / jewellery,44.21,1.22,21.25,0.11,0.21,4740.5,4619.77,10.43,2026-08-05,,,,,,,,,,,
